,GISJOIN,COUNTY,Population,Population_density,Hispanic,White,Black,Native,Asian,Pacific
4296,G36004700200002,Kings County,1126,0.014648107193963835,186,547,8,1,355,2
4297,G36004700201001,Kings County,802,0.01915589844029904,64,457,210,0,30,0
4298,G36004700201002,Kings County,1096,0.019871632157232477,104,575,236,0,88,0
4299,G36004700201003,Kings County,987,0.027511428252871,89,479,295,1,67,0
4300,G36004700201004,Kings County,977,0.022997975613200886,67,526,279,0,35,0
4301,G36004700202001,Kings County,1101,0.018980467874566864,97,462,2,2,514,0
4302,G36004700202002,Kings County,1046,0.013616068522929929,123,600,19,2,288,0
4303,G36004700203001,Kings County,1219,0.016736918704433428,184,630,130,1,165,0
4304,G36004700203002,Kings County,913,0.013423509519958833,111,440,194,0,99,0
4305,G36004700204001,Kings County,1034,0.0178337357709555,57,503,0,0,449,0
4306,G36004700204002,Kings County,1006,0.013095377566030122,87,612,0,0,283,0
4307,G36004700205001,Kings County,901,0.0169084392065607,78,512,130,0,115,0
4308,G36004700205002,Kings County,1372,0.025810820979757693,117,824,194,2,113,0
4309,G36004700205003,Kings County,1132,0.021251032514830667,100,606,231,0,84,0
4310,G36004700206001,Kings County,1317,0.017329403405352772,257,531,9,0,487,0
4311,G36004700206002,Kings County,1188,0.012512639029322549,124,683,5,1,367,0
4312,G36004700207001,Kings County,1998,0.03228882173273647,222,1030,493,4,112,0
4313,G36004700207002,Kings County,1602,0.041761163681864395,176,935,222,5,155,0
4314,G36004700207003,Kings County,1271,0.033756506958461704,97,780,196,0,99,0
4315,G36004700208001,Kings County,1008,0.0267771756455212,71,317,3,0,611,0
4316,G36004700208002,Kings County,1391,0.024636474734772675,165,466,14,0,728,1
4317,G36004700208003,Kings County,1383,0.028106328496524814,194,328,17,2,820,1
4318,G36004700210001,Kings County,1588,0.028071415944847092,210,330,2,0,1014,0
4319,G36004700210002,Kings County,1524,0.02694626659829906,129,342,5,0,1023,0
4320,G36004700210003,Kings County,1376,0.03729502642634503,223,458,19,3,620,0
4321,G36004700211001,Kings County,546,0.008897435061760583,74,45,356,5,40,0
4322,G36004700211002,Kings County,1560,0.013890125545365506,462,446,401,2,177,0
4323,G36004700211003,Kings County,399,0.0040650406504065045,77,217,36,0,29,0
4324,G36004700212001,Kings County,2126,0.03013465627214741,225,446,57,3,1378,0
4325,G36004700212002,Kings County,1573,0.026466332402328634,271,269,10,3,1016,0
4326,G36004700212003,Kings County,1579,0.025949481503393646,195,235,12,1,1105,0
4327,G36004700213001,Kings County,864,0.011914119058453647,116,289,340,5,51,1
4328,G36004700213002,Kings County,1933,0.03515440293892991,208,290,1255,5,39,0
4329,G36004700213003,Kings County,1083,0.01911705000794337,110,278,582,0,42,2
4330,G36004700214001,Kings County,28,0.001217073806833,19,0,0,0,6,0
4331,G36004700214002,Kings County,1291,0.01920730800130925,96,749,5,0,367,0
4332,G36004700214003,Kings County,1183,0.015216412631037365,69,268,7,0,812,0
4333,G36004700215001,Kings County,870,0.017842493847415916,99,464,161,0,73,2
4334,G36004700215002,Kings County,963,0.03100650396033228,134,299,415,0,41,1
4335,G36004700215003,Kings County,1480,0.04829341512758598,149,569,593,3,75,1
4336,G36004700215004,Kings County,2256,0.05390809816244116,174,1220,517,0,168,1
4337,G36004700216001,Kings County,1389,0.024572762976329477,54,1205,1,0,48,0
4338,G36004700216002,Kings County,1141,0.020145129680961882,24,1013,8,1,28,0
4339,G36004700216003,Kings County,1750,0.03181066293421555,130,923,14,1,585,0
4340,G36004700217001,Kings County,1726,0.028888963277876344,283,523,565,1,208,0
4341,G36004700217002,Kings County,2625,0.043796716497597435,435,854,1020,1,147,0
4342,G36004700218001,Kings County,1486,0.026304143876232453,248,1080,41,0,32,0
4343,G36004700218002,Kings County,1371,0.024235888914423093,20,1207,2,0,32,0
4344,G36004700218003,Kings County,1334,0.029804727646454265,171,875,0,0,194,0
4345,G36004700219001,Kings County,1096,0.03241452738672661,118,460,416,0,43,0
4346,G36004700219002,Kings County,1447,0.028973609386888793,142,486,580,0,150,0
4347,G36004700219003,Kings County,1682,0.02657691821514347,135,648,637,0,101,0
4348,G36004700220001,Kings County,1788,0.04759623063408401,96,1462,2,0,106,0
4349,G36004700220002,Kings County,1244,0.0220188682584916,77,952,8,0,66,1
4350,G36004700220003,Kings County,1253,0.029148347174727245,81,960,6,3,113,0
4351,G36004700220004,Kings County,1375,0.024026280382323646,145,1045,15,2,65,0
4352,G36004700221001,Kings County,1577,0.025187669701325667,288,475,611,3,99,0
4353,G36004700221002,Kings County,1415,0.02736732167723967,160,566,504,7,75,0
4354,G36004700221003,Kings County,905,0.023963353280728697,117,280,380,2,41,0
4355,G36004700222001,Kings County,2043,0.03611774065234686,52,1743,6,1,54,0
4356,G36004700222002,Kings County,1293,0.02822219797009713,154,1040,19,0,26,0
4357,G36004700222003,Kings County,2297,0.03112297436453309,300,1624,57,3,103,0
4358,G36004700224001,Kings County,1247,0.03300600831105582,62,1079,8,0,22,0
4359,G36004700224002,Kings County,1571,0.04159055409948905,169,1156,2,0,175,0
4360,G36004700224003,Kings County,1486,0.03420652824455596,383,752,8,0,283,0
4361,G36004700224004,Kings County,1813,0.03204992221750813,303,1295,16,0,116,0
4362,G36004700226001,Kings County,1373,0.012422753634990001,439,626,6,3,194,1
4363,G36004700226002,Kings County,1291,0.02827605843572727,588,358,59,2,241,2
4364,G36004700227001,Kings County,920,0.01729193293737313,80,283,389,0,71,1
4365,G36004700227002,Kings County,1094,0.016233862590888857,108,350,466,0,99,0
4366,G36004700227003,Kings County,926,0.020338685233587384,109,279,395,2,65,1
4367,G36004700227004,Kings County,1575,0.021121377516126003,248,534,566,3,103,1
4368,G36004700228001,Kings County,1403,0.03785446402072148,226,319,67,3,750,0
4369,G36004700228002,Kings County,1515,0.02760417615655121,157,1150,20,1,105,0
4370,G36004700228003,Kings County,720,0.009545653413233988,40,539,25,0,72,0
4371,G36004700229001,Kings County,800,0.026331380422618657,66,378,205,0,70,0
4372,G36004700229002,Kings County,940,0.02064436782114071,81,336,417,3,39,0
4373,G36004700229003,Kings County,840,0.021898381083969864,84,337,299,0,56,0
4374,G36004700229004,Kings County,1343,0.023330553818358697,145,578,437,3,97,0
4375,G36004700230001,Kings County,1732,0.03058071578649999,189,1178,26,0,241,0
4376,G36004700230002,Kings County,1058,0.028043576218623266,56,913,2,0,39,0
4377,G36004700230003,Kings County,1652,0.029199144528695407,643,857,39,2,72,1
4378,G36004700231001,Kings County,1234,0.03096068444689766,124,508,407,6,74,0
4379,G36004700231002,Kings County,1823,0.022866962695366398,170,895,480,0,158,0
4380,G36004700231003,Kings County,775,0.019455252918287938,92,339,228,1,44,0
4381,G36004700232001,Kings County,1425,0.02521677579189524,40,1280,6,0,6,0
4382,G36004700232002,Kings County,1644,0.029016714616022732,35,1409,12,0,43,0
4383,G36004700232003,Kings County,1181,0.03128891243873361,92,970,0,0,82,0
4384,G36004700232004,Kings County,954,0.025279559065133288,167,663,13,0,46,0
4385,G36004700232005,Kings County,1178,0.03122514976408843,64,716,19,0,306,0
4386,G36004700233001,Kings County,1333,0.02317253368100826,126,609,335,6,163,0
4387,G36004700233002,Kings County,2588,0.06113433964046961,834,80,1520,2,110,0
4388,G36004700233003,Kings County,2040,0.028341205890525144,263,1031,449,4,147,0
4389,G36004700234001,Kings County,1859,0.03285032691288214,21,1722,12,0,8,0
4390,G36004700234002,Kings County,1977,0.034924392312040704,52,1679,15,4,45,0
4391,G36004700234003,Kings County,2087,0.03688191425440922,34,1898,13,0,24,0
4392,G36004700235001,Kings County,3091,0.038456274804981525,405,1927,343,3,227,0
4393,G36004700235002,Kings County,2830,0.04624409693285619,350,2021,189,0,133,0
4394,G36004700236001,Kings County,1652,0.029161003336216483,19,1534,0,0,4,0
4395,G36004700236002,Kings County,1975,0.0523956067278612,26,1613,0,0,211,0
4396,G36004700236003,Kings County,1518,0.04015129473377946,17,1355,0,0,18,0
4397,G36004700236004,Kings County,1403,0.037214854111405835,16,1210,8,1,45,0
4398,G36004700238001,Kings County,1612,0.028466985713528882,30,1440,4,0,11,0
4399,G36004700238002,Kings County,2189,0.038663981913240074,71,1858,6,1,74,0
4400,G36004700238003,Kings County,1613,0.02847760456206635,83,1326,2,0,29,0
4401,G36004700240001,Kings County,1401,0.037114549115184914,66,1109,20,0,87,0
4402,G36004700240002,Kings County,1707,0.021817205812809142,90,1405,4,1,23,0
4403,G36004700240003,Kings County,2057,0.038261225400840745,48,1834,12,4,26,0
4404,G36004700241001,Kings County,1948,0.015123284268057884,255,1188,191,5,124,1
4405,G36004700241002,Kings County,1227,0.023868344777948528,230,514,269,1,130,0
4406,G36004700242001,Kings County,1473,0.014104601949556659,46,1138,16,0,51,0
4407,G36004700242002,Kings County,1816,0.020869005619462415,170,1263,8,2,65,0
4408,G36004700243001,Kings County,1554,0.030205842906291913,184,661,496,4,93,0
4409,G36004700243002,Kings County,1404,0.02728544776119403,195,490,572,3,40,2
4410,G36004700243003,Kings County,1389,0.026999183609998832,315,381,519,7,81,0
4411,G36004700244001,Kings County,948,0.024191078901704605,172,513,5,0,216,0
4412,G36004700244002,Kings County,1342,0.023357816688133116,134,1069,1,0,59,0
4413,G36004700244003,Kings County,1361,0.02321099665734361,147,958,26,1,152,0
4414,G36004700245001,Kings County,975,0.018948595860460597,78,311,449,2,68,0
4415,G36004700245002,Kings County,1638,0.03186584440596852,178,434,787,2,141,0
4416,G36004700245003,Kings County,789,0.03069800015562991,53,275,333,2,66,1
4417,G36004700245004,Kings County,855,0.022330173156781322,82,198,357,0,146,0
4418,G36004700246001,Kings County,1109,0.019094681382255205,88,717,26,0,256,0
4419,G36004700246002,Kings County,1190,0.02096029872829112,142,457,5,0,560,0
4420,G36004700246003,Kings County,1137,0.019594326778913266,115,750,6,0,220,1
4421,G36004700247001,Kings County,1596,0.01653269246705892,125,377,914,4,98,1
4422,G36004700247002,Kings County,1224,0.014710654407787993,173,267,547,2,150,2
4423,G36004700248001,Kings County,1316,0.017672494829855237,219,518,11,0,509,0
4424,G36004700248002,Kings County,1331,0.013105166251489223,224,575,18,0,479,0
4425,G36004700249001,Kings County,1117,0.024182723533232302,102,353,522,3,66,0
4426,G36004700249002,Kings County,1383,0.029957760207949744,164,350,734,5,43,1
4427,G36004700249003,Kings County,1257,0.02725439604518549,135,414,572,2,46,2
4428,G36004700249004,Kings County,507,0.016888740839440374,42,142,272,0,15,2
4429,G36004700250001,Kings County,861,0.007466504791224038,163,103,1,0,581,0
4430,G36004700250002,Kings County,887,0.015242906978742417,112,161,8,0,598,0
4431,G36004700251001,Kings County,1249,0.027070961029953617,306,272,509,4,87,0
4432,G36004700251002,Kings County,1513,0.03276381039000412,265,238,836,2,100,0
4433,G36004700251003,Kings County,1447,0.0313393398596552,223,261,811,6,50,0
4434,G36004700252001,Kings County,773,0.01982203759263533,97,332,1,0,337,0
4435,G36004700252002,Kings County,1576,0.03379291120783927,214,771,6,0,558,0
4436,G36004700252003,Kings County,1282,0.024636789914674457,154,314,12,3,775,0
4437,G36004700252004,Kings County,1669,0.038275427129916294,476,465,16,0,654,0
4438,G36004700253001,Kings County,1562,0.03361670074249435,205,674,486,2,101,4
4439,G36004700253002,Kings County,1299,0.028167487043823318,173,446,540,4,51,0
4440,G36004700253003,Kings County,656,0.009473334584891763,118,176,236,0,60,0
4441,G36004700254001,Kings County,1103,0.018551221891450965,151,353,6,2,556,0
4442,G36004700254002,Kings County,1185,0.020395518149429442,148,258,16,10,726,0
4443,G36004700254003,Kings County,1362,0.023509510822660267,132,444,25,2,730,0
4444,G36004700255001,Kings County,2742,0.03957680816361878,1613,42,964,2,66,0
4445,G36004700255002,Kings County,2057,0.029661566857488934,1202,16,757,0,23,0
4446,G36004700256001,Kings County,1477,0.015532489930697963,164,330,12,0,931,0
4447,G36004700256002,Kings County,1889,0.024159717603724356,209,628,21,0,975,0
4448,G36004700257001,Kings County,1649,0.020511736096426307,371,868,255,1,66,0
4449,G36004700257002,Kings County,504,0.024699828473413378,245,145,72,0,13,0
4450,G36004700257003,Kings County,669,0.008328457430253837,251,214,107,0,60,0
4451,G36004700258001,Kings County,1553,0.027144180518413646,165,619,14,0,689,4
4452,G36004700258002,Kings County,1795,0.03176934921505814,403,439,10,0,907,0
4453,G36004700258003,Kings County,1725,0.030526651093650457,296,785,26,0,559,0
4454,G36004700259011,Kings County,2328,0.02902055622732769,744,773,598,4,93,0
4455,G36004700259021,Kings County,3560,0.059720521380282166,1707,52,1593,24,72,0
4456,G36004700260001,Kings County,1265,0.02353488372093023,235,408,4,0,595,0
4457,G36004700260002,Kings County,932,0.026341077383980557,137,279,18,4,477,0
4458,G36004700260003,Kings County,1459,0.01978788043183421,278,379,13,2,767,0
4459,G36004700261001,Kings County,1357,0.034021962593391165,247,392,571,0,66,0
4460,G36004700261002,Kings County,1179,0.02955183477040305,210,325,461,3,97,2
4461,G36004700261003,Kings County,1395,0.03498695826645265,327,344,601,0,34,2
4462,G36004700261004,Kings County,1286,0.032248357490345554,341,322,460,4,70,0
4463,G36004700261005,Kings County,1262,0.031642554471830106,344,404,347,1,100,0
4464,G36004700262001,Kings County,1456,0.019456916827025873,251,380,6,0,765,0
4465,G36004700262002,Kings County,1270,0.015296228937574523,202,243,6,0,789,0
4466,G36004700263001,Kings County,2088,0.017457610113374135,389,454,1058,9,76,0
4467,G36004700264001,Kings County,851,0.021066442222002178,199,230,11,2,393,0
4468,G36004700264002,Kings County,1126,0.02661498097241591,174,380,3,2,548,0
4469,G36004700264003,Kings County,1744,0.029409284834994352,509,514,13,0,663,0
4470,G36004700264004,Kings County,1382,0.029123553832212927,400,370,4,0,589,0
4471,G36004700265001,Kings County,1286,0.03221120128243663,254,287,613,1,49,1
4472,G36004700265002,Kings County,1250,0.03130635143257864,232,329,567,4,45,0
4473,G36004700265003,Kings County,1080,0.027105712277883748,133,208,616,0,45,0
4474,G36004700265004,Kings County,769,0.01926738825415915,95,170,432,0,31,0
4475,G36004700266001,Kings County,1306,0.022929981037994242,162,394,23,0,692,0
4476,G36004700266002,Kings County,1551,0.02745132743362832,231,518,21,0,757,0
4477,G36004700266003,Kings County,1104,0.021052230125283653,172,289,3,0,617,0
4478,G36004700267001,Kings County,1032,0.02586206896551724,97,300,523,0,47,0
4479,G36004700267002,Kings County,1021,0.02559538731511657,69,299,485,0,64,0
4480,G36004700267003,Kings County,1087,0.02724925421774335,103,286,563,0,33,0
4481,G36004700267004,Kings County,1088,0.027283213802096393,120,312,504,0,69,0
4482,G36004700268001,Kings County,1254,0.031658672052511994,162,454,26,0,562,0
4483,G36004700268002,Kings County,970,0.023737274862960064,100,337,12,1,482,0
4484,G36004700268003,Kings County,1498,0.02522777412890079,375,529,25,0,541,0
4485,G36004700268004,Kings County,964,0.02464527674805062,206,459,12,0,269,0
4486,G36004700269001,Kings County,926,0.02329559748427673,74,206,515,0,57,0
4487,G36004700269002,Kings County,909,0.027004545319509226,108,192,477,0,56,0
4488,G36004700269003,Kings County,1170,0.019327661683323696,116,291,576,5,110,0
4489,G36004700270001,Kings County,1417,0.024504124370968577,95,648,1,0,628,0
4490,G36004700270002,Kings County,1302,0.017091997479521108,136,661,18,1,439,0
4491,G36004700271001,Kings County,2220,0.01786145305334299,257,363,1198,7,284,0
4492,G36004700271002,Kings County,1273,0.010515186307955362,166,125,884,5,25,0
4493,G36004700272001,Kings County,1116,0.029383886255924172,91,426,18,0,544,0
4494,G36004700272002,Kings County,1377,0.03659314376827,411,398,5,1,525,1
4495,G36004700272003,Kings County,1140,0.020163786546863117,117,539,8,0,444,2
4496,G36004700273001,Kings County,736,0.0181670081208501,36,185,425,0,42,3
4497,G36004700273002,Kings County,674,0.01662801598657917,54,179,372,4,14,0
4498,G36004700273003,Kings County,1721,0.025066270500160213,170,210,1201,0,42,0
4499,G36004700274001,Kings County,1263,0.016771571986295912,150,427,7,0,645,0
4500,G36004700274002,Kings County,2009,0.022814508619319086,332,745,46,5,828,0
4501,G36004700275001,Kings County,775,0.01915046084657392,81,236,347,0,23,0
4502,G36004700275002,Kings County,1220,0.03010190234153322,133,332,652,3,33,0
4503,G36004700275003,Kings County,981,0.02421444968281786,96,235,552,13,28,0
4504,G36004700275004,Kings County,1095,0.026993048365626385,73,304,567,4,78,4
4505,G36004700276001,Kings County,1392,0.033685025650953444,311,329,24,1,714,0
4506,G36004700276002,Kings County,1197,0.03227807140545788,216,381,7,0,535,0
4507,G36004700276003,Kings County,1297,0.018270693638361413,368,430,32,3,423,0
4508,G36004700277001,Kings County,1443,0.03506682867557716,202,86,1063,1,15,0
4509,G36004700277002,Kings County,985,0.02393274534101125,111,241,570,2,12,1
4510,G36004700277003,Kings County,570,0.014280345734686208,59,127,314,0,25,1
4511,G36004700277004,Kings County,1353,0.03392167677881964,299,89,873,3,22,0
4512,G36004700278001,Kings County,1797,0.026198772433701216,202,851,25,0,654,0
4513,G36004700278002,Kings County,1745,0.01899195698784297,272,608,21,1,769,0
4514,G36004700279001,Kings County,1035,0.025519009813107157,155,228,550,2,27,0
4515,G36004700279002,Kings County,912,0.022591032945256377,123,133,583,2,34,0
4516,G36004700279003,Kings County,909,0.02243558100503505,98,168,559,3,15,2
4517,G36004700279004,Kings County,818,0.020207509881422926,125,185,443,3,21,0
